firmid,cdid,id,price,const,hpwt,air,mpg,space,share,outshr
19,5,622,5.1784,1,0.32298,0,1.9,1.1616,0.0029781,0.8918
19,5,624,5.9647,1,0.3176,0,1.6,1.1616,0.0036772,0.8918
19,5,626,6.6357,1,0.29159,0,1.9,1.1748,0.0016546,0.8918
19,5,631,6.5799,1,0.30693,0,1.6,1.47,0.0019903,0.8918
19,5,633,7.8978,1,0.36924,0,1.3,1.6692,0.0038265,0.8918
19,5,636,8.4535,1,0.34376,0,1.2,1.784,0.0054906,0.8918
19,5,638,12.634,1,0.48063,0,1.3,1.2834,0.00055728,0.8918
16,5,639,9.4275,1,0.45283,0,1.3,1.6848,0.002044,0.8918
16,5,640,9.0223,1,0.39414,0,1.1,1.824,0.0010995,0.8918
16,5,642,5.7639,1,0.36659,0,2,1.1008,0.0008283,0.8918
16,5,645,6.0762,1,0.31046,0,1.7,1.428,0.0022794,0.8918
16,5,648,6.7677,1,0.26426,0,1.4,1.7004,0.00093234,0.8918
16,5,651,9.1134,1,0.4557,0,1.3,1.6848,0.0004625,0.8918
16,5,652,8.5595,1,0.42056,0,1.1,1.792,0.00057042,0.8918
18,5,654,5.1468,1,0.33267,0,1.8,1.183,0.0038791,0.8918
18,5,656,5.6896,1,0.25484,0,1.7,1.358,0.0019918,0.8918
18,5,658,7.355,1,0.36516,0,1.1,1.744,0.0019768,0.8918
18,5,660,6.5595,1,0.31203,0,1.8,1.2425,0.0027635,0.8918
18,5,662,6.9814,1,0.23416,0,1.7,1.4652,0.0042065,0.8918
18,5,664,8.8606,1,0.3611,0,1.1,1.7143,0.0014049,0.8918
18,5,666,8.7584,1,0.33575,0,1.1,1.792,0.004053,0.8918
18,5,668,14.314,1,0.39648,1,1,1.8,0.00050507,0.8918
16,5,669,16.439,1,0.42448,1,1,1.864,6.74E-05,0.8918
18,5,670,17.948,1,0.39396,1,1,1.8873,0.00072388,0.8918
18,5,671,20.599,1,0.37707,1,1,1.832,0.00060048,0.8918
18,5,672,5.9275,1,0.33267,0,1.8,1.253,0.00051608,0.8918
18,5,676,6.0781,1,0.23489,0,1.7,1.3987,0.00059794,0.8918
18,5,677,7.1041,1,0.22838,0,1.7,1.48,0.0012911,0.8918
18,5,679,7.6729,1,0.36891,0,1.1,1.738,0.00063405,0.8918
18,5,680,9.6989,1,0.36027,0,1.1,1.7064,0.00070914,0.8918
18,5,681,9.5074,1,0.3501,0,1,1.832,0.00098179,0.8918
19,5,682,7.1989,1,0.38075,0,1.9,1.188,0.00040284,0.8918
19,5,683,6.4126,1,0.31241,0,1.6,1.46,0.00053738,0.8918
19,5,685,7.0967,1,0.28158,0,1.6,1.6632,0.0047055,0.8918
19,5,688,8.8736,1,0.39027,0,1.4,1.816,0.0016996,0.8918
19,5,690,11.322,1,0.40059,0,1.2,1.864,0.0011001,0.8918
19,5,691,12.125,1,0.46266,0,1.1,1.824,0.00027799,0.8918
16,5,692,6.0279,1,0.31987,0,1.8,1.4129,0.00086334,0.8918
16,5,693,6.0353,1,0.3125,0,1.8,1.4129,0.0031301,0.8918
16,5,697,6.6747,1,0.26499,0,1.4,1.7004,0.0014288,0.8918
16,5,701,8.4851,1,0.42254,0,1.2,1.7004,0.00086334,0.8918
19,5,702,5.723,1,0.31212,0,1.9,1.1616,0.00073822,0.8918
19,5,703,6.1413,1,0.31484,0,1.6,1.46,0.00071884,0.8918
19,5,705,6.7138,1,0.28158,0,1.6,1.6536,0.0012815,0.8918
19,5,708,6.9015,1,0.3101,0,1.6,1.4308,0.0011343,0.8918
19,5,710,8.5725,1,0.39107,0,1.2,1.808,0.0015812,0.8918
19,5,713,9.8439,1,0.45883,0,1.2,1.6614,0.0013975,0.8918
20,5,1628,12.444,1,0.51776,0,1.9,1.1088,7.37E-05,0.8918
7,5,1629,11.435,1,0.37505,0,1.8,1.2972,0.00028105,0.8918
7,5,1630,9.0149,1,0.39745,0,2.1,1.1245,0.00041589,0.8918
8,5,1631,11.041,1,0.29697,0,1.9,1.0521,0.00018683,0.8918
8,5,1632,16.909,1,0.40553,0,1.4,1.292,4.35E-05,0.8918
2,5,1633,5.7416,1,0.40302,0,2.7,0.9943,0.0019218,0.8918
2,5,1634,7.5818,1,0.39239,0,2.2,1.1151,0.00025426,0.8918
2,5,1635,6.7639,1,0.38766,0,2.2,1.0836,0.00069873,0.8918
17,5,1636,5.6673,1,0.24747,0,2,0.9702,0.00054421,0.8918
17,5,1638,8.7119,1,0.36287,0,1.6,1.0304,0.00021727,0.8918
17,5,1639,7.6059,1,0.34959,0,1.6,1.105,0.00017547,0.8918
3,5,1640,5.2026,1,0.31417,0,2.7,0.894,0.0014051,0.8918
4,5,1643,5.5706,1,0.29698,0,2.1,1.0458,0.00010077,0.8918
4,5,1645,8.3587,1,0.39783,0,1.4,1.1151,0.00044724,0.8918
9,5,1646,18,1,0.37942,0,1.6,1.337,2.82E-05,0.8918
9,5,1647,18.236,1,0.2,0,2.4,1.337,0.00013462,0.8918
9,5,1648,22.665,1,0.23054,1,2.4,1.316,9.12E-05,0.8918
9,5,1649,23.71,1,0.37791,1,1.5,1.295,0.0001265,0.8918
9,5,1650,34.076,1,0.45627,1,1.1,1.554,3.64E-05,0.8918
26,5,1651,6.7751,1,0.35244,0,1.9,1.0206,0.00054524,0.8918
14,5,1652,10.428,1,0.30769,0,2,1.1682,0.00015045,0.8918
12,5,1654,11.71,1,0.33882,0,2.1,1.053,0.0001537,0.8918
12,5,1655,23.875,1,0.61771,0,1.8,1.0816,6.89E-05,0.8918
11,5,1657,10.033,1,0.4142,0,2.1,1.1591,0.00014642,0.8918
5,5,1658,6.039,1,0.28431,0,2.5,0.96,0.00057072,0.8918
1,5,1660,5.7416,1,0.33799,0,2.1,1.0292,0.0020747,0.8918
1,5,1662,7.0428,1,0.36879,0,1.9,1.1072,0.00060598,0.8918
1,5,1663,6.8662,1,0.38882,0,1.8,1.1008,0.00089097,0.8918
7,5,1664,6.1245,1,0.25123,0,2.2,0.976,0.0012631,0.8918
7,5,1665,8.6431,1,0.34634,0,2.3,1.0899,0.0004566,0.8918
7,5,1666,6.4498,1,0.38738,0,2.4,0.9984,0.0013479,0.8918
6,5,1667,10.214,1,0.33735,0,1.6,1.3124,0.0001762,0.8918
6,5,1668,13.931,1,0.39877,0,1.5,1.3056,0.00021954,0.8918
15,6,714,5.0773,1,0.32479,0,1.7,1.207,0.0006827,0.87531
15,6,716,5.6221,1,0.30293,0,1.7,1.3206,0.001103,0.87531
15,6,718,6.1494,1,0.28902,0,1.7,1.309,0.0010776,0.87531
15,6,719,6.3743,1,0.2647,0,1.5,1.6416,0.00047672,0.87531
19,6,721,6.8594,1,0.38502,0,1.8,1.188,0.00041984,0.87531
19,6,722,6.3427,1,0.33506,0,1.6,1.4673,0.0014594,0.87531
19,6,724,7.2144,1,0.29404,0,1.6,1.6906,0.0039787,0.87531
19,6,729,8.3427,1,0.26379,0,1.6,1.816,0.0021141,0.87531
19,6,731,11.471,1,0.44172,0,1.2,1.872,0.0016961,0.87531
19,6,732,11.947,1,0.45244,0,1.2,1.784,0.00029093,0.87531
19,6,733,21.931,1,0.42533,1,1.5,1.4688,0.00055634,0.87531
19,6,735,16.283,1,0.37059,1,1.2,1.848,0.0030159,0.87531
19,6,736,18.605,1,0.37365,1,1.2,1.8,0.00053458,0.87531
19,6,738,5.0949,1,0.27807,0,2.7,0.9858,0.0019014,0.87531
19,6,739,5.2443,1,0.28653,0,2.1,1.1616,0.0017972,0.87531
19,6,741,5.7698,1,0.32599,0,1.8,1.4381,0.0042133,0.87531
19,6,743,5.9033,1,0.26667,0,2.1,1.1814,0.0012353,0.87531
19,6,748,6.6116,1,0.30693,0,1.7,1.47,0.0023313,0.87531
19,6,750,8.2127,1,0.35833,0,1.4,1.6692,0.0050797,0.87531
19,6,751,8.2707,1,0.34344,0,1.3,1.784,0.006342,0.87531
19,6,754,13.366,1,0.5225,0,1.3,1.2834,0.00056207,0.87531
16,6,755,9.4763,1,0.42373,0,1.1,1.6848,0.0023665,0.87531
16,6,756,8.775,1,0.38976,0,1.3,1.824,0.0013805,0.87531
16,6,758,5.8717,1,0.37986,0,2.4,1.1008,0.00065472,0.87531
16,6,770,5.7909,1,0.32573,0,1.9,1.428,0.00082202,0.87531
16,6,772,5.9244,1,0.31348,0,1.8,1.4746,0.0031391,0.87531
16,6,775,6.6257,1,0.27586,0,1.8,1.7082,0.00066493,0.87531
16,6,778,6.5659,1,0.27816,0,1.8,1.6692,0.00072523,0.87531
16,6,780,7.7118,1,0.36058,0,1.3,1.808,0.00052517,0.87531
18,6,782,5.0879,1,0.37551,0,2.4,1.183,0.0030959,0.87531
18,6,785,5.6046,1,0.28194,0,2.2,1.3774,0.0016038,0.87531
18,6,787,7.3919,1,0.37922,0,1.3,1.752,0.0025824,0.87531
18,6,789,6.1951,1,0.34354,0,2.4,1.2425,0.0022551,0.87531
18,6,791,6.6749,1,0.25568,0,2.2,1.4256,0.0052254,0.87531
18,6,793,8.5747,1,0.3646,0,1.3,1.7143,0.0015024,0.87531
18,6,795,8.3515,1,0.35324,0,1.3,1.792,0.0050714,0.87531
18,6,797,13.691,1,0.42013,1,1.2,1.808,0.0013576,0.87531
18,6,798,16.332,1,0.3974,1,1.2,1.8873,0.00086025,0.87531
18,6,799,19.438,1,0.39992,1,1.2,1.832,0.00078528,0.87531
18,6,800,5.8664,1,0.36292,0,2.4,1.183,0.00049048,0.87531
18,6,803,6.7909,1,0.25601,0,2.2,1.485,0.0016463,0.87531
18,6,806,5.819,1,0.28174,0,2.2,1.3987,0.00036774,0.87531
18,6,808,9.007,1,0.36468,0,1.3,1.7064,0.0017252,0.87531
18,6,809,8.8981,1,0.40359,0,1.3,1.832,0.0014182,0.87531
19,6,810,6.8225,1,0.36752,0,1.8,1.188,0.00037092,0.87531
19,6,811,6.1757,1,0.32854,0,1.7,1.46,0.00075968,0.87531
19,6,813,7.0879,1,0.28455,0,1.7,1.6632,0.0069406,0.87531
19,6,816,8.6432,1,0.39729,0,1.4,1.816,0.0023045,0.87531
19,6,818,11.281,1,0.4101,0,1.3,1.864,0.0014452,0.87531
19,6,819,12.111,1,0.45803,0,1.2,1.824,0.00032625,0.87531
16,6,820,5.58,1,0.39336,0,2.5,1.0688,0.00066023,0.87531
16,6,822,5.7575,1,0.32787,0,1.9,1.42,0.0010105,0.87531
16,6,825,5.9033,1,0.31348,0,1.8,1.4746,0.0041981,0.87531
16,6,828,6.5606,1,0.27586,0,1.8,1.7082,0.0013092,0.87531
16,6,831,7.6432,1,0.36232,0,1.3,1.784,0.00066023,0.87531
19,6,832,5.3849,1,0.287,0,2.1,1.1748,0.00055499,0.87531
19,6,833,6.0299,1,0.26385,0,2.1,1.1616,0.00067533,0.87531
19,6,835,5.9069,1,0.33629,0,1.7,1.46,0.00082809,0.87531
19,6,837,6.7012,1,0.29255,0,1.7,1.6536,0.0012028,0.87531
19,6,840,6.8647,1,0.32516,0,1.7,1.4308,0.0014614,0.87531
19,6,845,8.4323,1,0.39526,0,1.4,1.6614,0.0033982,0.87531
20,6,1669,12.891,1,0.44981,0,1.9,1.1088,7.18E-05,0.87531
7,6,1670,12.478,1,0.36349,0,2,1.2972,0.00015582,0.87531
7,6,1671,9.2267,1,0.38067,0,2.4,1.0899,0.00029353,0.87531
8,6,1672,11.547,1,0.40285,0,1.8,1.1088,0.00021746,0.87531
8,6,1673,18.612,1,0.55172,1,1.5,1.273,8.91E-05,0.87531
25,6,1674,7.2355,1,0.34222,0,1.8,1.1725,0.00040333,0.87531
2,6,1675,5.7012,1,0.40984,0,2.9,0.9943,0.0019914,0.87531
2,6,1677,7.4851,1,0.45929,0,2.3,1.0962,0.00018764,0.87531
2,6,1678,6.6766,1,0.40069,0,2.3,1.0836,0.00047648,0.87531
17,6,1679,5.9402,1,0.32124,0,2,0.9796,0.00027779,0.87531
17,6,1681,10.121,1,0.3945,0,1.8,1.0304,0.00015809,0.87531
17,6,1682,7.7873,1,0.36211,0,1.8,1.118,0.00025055,0.87531
3,6,1685,4.7961,1,0.32298,0,2.8,0.888,0.0017842,0.87531
3,6,1686,7.0211,1,0.34119,0,3.8,1.0432,0.00025145,0.87531
4,6,1688,5.6151,1,0.29224,0,2.1,1.0458,8.55E-05,0.87531
4,6,1689,8.6028,1,0.39711,0,1.8,1.1151,0.00013672,0.87531
9,6,1690,19.093,1,0.38374,0,1.7,1.337,1.68E-05,0.87531
9,6,1691,19.32,1,0.20163,0,2.3,1.337,9.93E-05,0.87531
9,6,1692,24.705,1,0.22747,1,2.2,1.372,0.00012873,0.87531
9,6,1693,25.125,1,0.38179,1,1.4,1.295,3.70E-05,0.87531
9,6,1694,36.36,1,0.45627,1,1.1,1.554,2.28E-05,0.87531
26,6,1695,5.768,1,0.3639,0,2.2,1.0206,0.00014139,0.87531
14,6,1697,14.095,1,0.21459,0,2.7,1.2012,0.00012753,0.87531
12,6,1698,12.742,1,0.39529,0,2,1.053,4.29E-05,0.87531
12,6,1699,24.332,1,0.67819,0,1.8,1.0816,5.80E-05,0.87531
24,6,1700,6.8524,1,0.34269,0,2.3,1.131,2.59E-05,0.87531
11,6,1701,11.42,1,0.41176,0,2.1,1.1591,0.00010346,0.87531
5,6,1702,5.8858,1,0.28571,0,2.9,0.954,0.00065992,0.87531
1,6,1704,5.7786,1,0.3304,0,2.4,1.0065,0.0025265,0.87531
1,6,1705,7.0808,1,0.35985,0,2,1.1072,0.00052112,0.87531
1,6,1706,7.2847,1,0.37328,0,2,1.1136,0.0013547,0.87531
1,6,1707,10.165,1,0.37961,0,1.5,1.1895,6.83E-05,0.87531
7,6,1708,6.1494,1,0.26744,0,2.2,0.976,0.00036429,0.87531
7,6,1709,9.2707,1,0.35714,0,2.4,1.1072,0.00037381,0.87531
7,6,1710,7.0914,1,0.37927,0,2.9,0.9984,0.0015114,0.87531
7,6,1711,8.7786,1,0.36655,0,2.9,0.9984,0.00020806,0.87531
6,6,1712,11.591,1,0.33696,0,1.7,1.2931,0.00012914,0.87531
6,6,1713,14.851,1,0.39133,0,1.5,1.2931,9.81E-05,0.87531
15,7,855,5.3597,1,0.31201,0,2.1,1.1857,0.00050074,0.87789
15,7,857,5.6914,1,0.28995,0,1.8,1.3206,0.0010303,0.87789
15,7,859,6.0215,1,0.27883,0,1.8,1.309,0.00059484,0.87789
15,7,860,7.5066,1,0.26394,0,1.5,1.6848,0.00029363,0.87789
19,7,862,6.5693,1,0.37433,0,1.8,1.188,0.00032713,0.87789
19,7,863,6.3119,1,0.31857,0,1.6,1.4673,0.0012784,0.87789
19,7,865,7.2013,1,0.2844,0,1.6,1.6906,0.0036782,0.87789
19,7,870,8.4043,1,0.29966,0,1.7,1.6863,0.0024664,0.87789
19,7,873,11.33,1,0.4064,0,1.4,1.7394,0.0017933,0.87789
19,7,874,12.142,1,0.40962,0,1.5,1.7082,0.00027369,0.87789
19,7,875,22.045,1,0.42939,1,1.4,1.4688,0.00058749,0.87789
19,7,877,18.46,1,0.36327,1,1.1,1.8,0.0006096,0.87789
19,7,879,4.9488,1,0.30032,0,2.8,0.9858,0.0025808,0.87789
19,7,880,5.3614,1,0.3416,0,2.4,1.1616,0.00097084,0.87789
19,7,881,5.8284,1,0.34657,0,1.9,1.4381,0.0041054,0.87789
19,7,883,5.8746,1,0.32558,0,2.4,1.188,0.0010971,0.87789
19,7,885,6.4934,1,0.3032,0,1.8,1.617,0.0038957,0.87789
19,7,888,6.7871,1,0.32651,0,1.8,1.47,0.0027425,0.87789
19,7,890,8.198,1,0.37643,0,1.6,1.6692,0.0048774,0.87789
19,7,896,14.271,1,0.52204,0,1.4,1.2834,0.00055992,0.87789
16,7,897,8.6205,1,0.4073,0,1.3,1.5111,0.00092118,0.87789
16,7,898,8.9406,1,0.46972,0,1.1,1.677,0.0018758,0.87789
16,7,901,5.6469,1,0.40194,0,2.9,1.1008,0.00092962,0.87789
16,7,904,5.9917,1,0.30912,0,2,1.4746,0.0031844,0.87789
16,7,907,6.5809,1,0.30096,0,1.7,1.7082,0.0012075,0.87789
16,7,910,8.4125,1,0.37227,0,1.3,1.6848,0.00038273,0.87789
16,7,911,8.4175,1,0.4073,0,1.5,1.5111,0.00052706,0.87789
18,7,912,5.1139,1,0.38478,0,2.6,1.183,0.0029038,0.87789
18,7,915,5.6023,1,0.33253,0,2.1,1.3277,0.0022076,0.87789
18,7,917,6.1089,1,0.33879,0,2.3,1.2425,0.0022446,0.87789
18,7,919,6.7954,1,0.30246,0,2.1,1.4652,0.0046717,0.87789
18,7,921,8.9356,1,0.37325,0,1.3,1.808,0.0050046,0.87789
18,7,922,8.0363,1,0.4124,0,1.4,1.716,0.0026821,0.87789
18,7,923,8.3548,1,0.33274,0,1.5,1.7064,0.0042766,0.87789
18,7,924,18.977,1,0.27,1,1.6,1.5075,0.00017743,0.87789
18,7,925,15.901,1,0.3668,1,1.3,1.864,0.001223,0.87789
18,7,926,18.805,1,0.38478,1,1.3,1.848,0.00098391,0.87789
18,7,927,5.6733,1,0.37569,0,3.7,1.183,0.00046667,0.87789
18,7,930,5.9686,1,0.44698,0,1.7,1.3987,0.00055549,0.87789
18,7,932,6.8548,1,0.30255,0,2.1,1.4652,0.0001405,0.87789
18,7,934,7.9736,1,0.33393,0,1.5,1.6848,0.0024068,0.87789
18,7,935,9.0693,1,0.39991,0,1.3,1.832,0.0018494,0.87789
19,7,936,6.2739,1,0.31437,0,2.4,1.188,0.00025148,0.87789
19,7,939,6.2657,1,0.33207,0,1.6,1.46,0.00068031,0.87789
19,7,941,7.2393,1,0.29022,0,1.6,1.6632,0.0069438,0.87789
19,7,944,8.5891,1,0.30242,0,1.7,1.6786,0.0029717,0.87789
19,7,947,11.198,1,0.44655,0,1.6,1.7017,0.0016239,0.87789
19,7,948,13.422,1,0.43159,0,1.3,1.824,0.00037959,0.87789
16,7,949,5.5759,1,0.39336,0,2.6,1.0688,0.00062271,0.87789
16,7,951,5.9719,1,0.30912,0,2,1.4746,0.0040024,0.87789
16,7,954,6.5083,1,0.30096,0,1.7,1.7082,0.0012108,0.87789
16,7,957,7.7178,1,0.34982,0,1.3,1.784,0.00041684,0.87789
19,7,958,5.4538,1,0.33871,0,2.4,1.1748,0.00037739,0.87789
19,7,959,6.038,1,0.32682,0,2.6,1.1748,0.00081271,0.87789
19,7,961,6.802,1,0.32061,0,1.7,1.4616,0.00095383,0.87789
19,7,966,6.7558,1,0.28862,0,1.6,1.6224,0.00096095,0.87789
19,7,969,7.0462,1,0.32169,0,1.6,1.4381,0.0018125,0.87789
19,7,975,8.4488,1,0.35489,0,1.6,1.7082,0.0031018,0.87789
20,7,1714,12.533,1,0.41636,0,1.9,1.1072,7.24E-05,0.87789
7,7,1715,11.799,1,0.36963,0,1.8,1.2972,0.00010104,0.87789
7,7,1716,9.1568,1,0.37864,0,2.4,1.0899,0.00030621,0.87789
8,7,1717,13.185,1,0.41509,0,2,1.1392,0.00025673,0.87789
8,7,1718,20.619,1,0.51163,0,1.4,1.273,9.52E-05,0.87789
8,7,1719,7.2162,1,0.3661,0,1.8,1.1725,0.00029538,0.87789
2,7,1721,5.8729,1,0.41688,0,2.9,0.9943,0.0022791,0.87789
2,7,1722,6.929,1,0.39931,0,2.3,1.0836,0.00031819,0.87789
2,7,1723,6.0215,1,0.38314,0,2.9,0.948,0.0004968,0.87789
2,7,1724,9.0743,1,0.45854,0,1.7,1.1895,0.00037148,0.87789
3,7,1725,4.5858,1,0.32298,0,2.8,0.888,0.001942,0.87789
3,7,1728,6.8399,1,0.34818,0,3.8,1.0432,0.00099941,0.87789
17,7,1729,5.6799,1,0.32124,0,2.3,0.9796,0.00022007,0.87789
17,7,1731,7.5314,1,0.36211,0,1.9,1.118,0.00030036,0.87789
17,7,1732,10.091,1,0.3945,0,1.8,1.0304,0.00017013,0.87789
9,7,1736,21.261,1,0.38436,0,1.7,1.337,5.49E-05,0.87789
9,7,1737,21.04,1,0.2013,0,2.5,1.337,0.00013873,0.87789
9,7,1738,27.376,1,0.22747,1,2.3,1.337,0.00015282,0.87789
9,7,1739,28.241,1,0.40235,1,1.4,1.3561,5.49E-05,0.87789
9,7,1740,41.652,1,0.4586,1,1.3,1.554,8.66E-05,0.87789
14,7,1742,12.145,1,0.29139,0,2.8,1.1682,4.51E-05,0.87789
14,7,1743,14.29,1,0.22684,0,2.8,1.2078,6.46E-05,0.87789
12,7,1744,15.503,1,0.40529,0,1.7,1.1457,0.0001798,0.87789
12,7,1745,24.744,1,0.67819,0,1.5,1.0816,7.51E-05,0.87789
24,7,1746,5.5198,1,0.33765,0,2.5,0.852,0.00013426,0.87789
24,7,1747,7.3432,1,0.33803,0,2.2,1.131,2.04E-05,0.87789
11,7,1748,11.383,1,0.39326,0,1.8,1.1591,2.42E-05,0.87789
5,7,1749,5.7739,1,0.33005,0,2.8,0.948,0.0010631,0.87789
1,7,1751,5.6155,1,0.28224,0,3.6,1.023,0.0034111,0.87789
7,7,1753,7.1188,1,0.21145,0,3.9,0.9984,0.0021663,0.87789
1,7,1754,7.1436,1,0.35985,0,2.1,1.1072,0.00066104,0.87789
1,7,1755,7.3911,1,0.37549,0,2.1,1.1136,0.0021533,0.87789
7,7,1756,6.104,1,0.24147,0,2.3,0.976,0.00025312,0.87789
7,7,1758,9.0743,1,0.36449,0,2.4,1.1072,0.00034009,0.87789
7,7,1759,8.7376,1,0.37606,0,2.9,0.9984,0.000326,0.87789
6,7,1760,11.378,1,0.34363,0,1.8,1.2931,0.0001482,0.87789
6,7,1761,16.246,1,0.38869,0,1.5,1.2931,0.000124,0.87789
15,8,976,5.8113,1,0.31299,0,2.2,1.2024,0.00031571,0.87783
15,8,978,5.9034,1,0.29042,0,2,1.3248,0.0015006,0.87783
15,8,980,6.2086,1,0.28151,0,1.8,1.3321,0.00026912,0.87783
15,8,984,7.4371,1,0.32275,0,1.6,1.6425,0.00012248,0.87783
19,8,986,6.3589,1,0.39208,0,1.6,1.188,0.00028735,0.87783
19,8,987,6.319,1,0.32468,0,1.8,1.4673,0.0012662,0.87783
19,8,989,6.9325,1,0.34837,0,1.9,1.4308,0.0041815,0.87783
19,8,994,8.4908,1,0.30532,0,1.7,1.7082,0.0024624,0.87783
19,8,997,11.397,1,0.41555,0,1.5,1.7394,0.0015738,0.87783
19,8,998,14.147,1,0.41881,0,1.5,1.7082,0.00033303,0.87783
19,8,999,22.561,1,0.4068,1,1.4,1.4688,0.00072056,0.87783
19,8,1002,19.02,1,0.3669,1,1,1.792,0.00059831,0.87783
19,8,1004,5.773,1,0.30958,0,3,1.0106,0.0031952,0.87783
19,8,1005,5.7929,1,0.34668,0,1.8,1.4381,0.0032098,0.87783
19,8,1007,5.5706,1,0.33482,0,1.9,1.1748,0.0020448,0.87783
19,8,1010,6.5629,1,0.31603,0,1.9,1.3896,0.004838,0.87783
19,8,1013,6.7699,1,0.33333,0,1.8,1.485,0.0033648,0.87783
19,8,1015,7.339,1,0.34539,0,1.6,1.4472,0.0045915,0.87783
19,8,1023,14.793,1,0.54396,0,1.4,1.2834,0.00054632,0.87783
16,8,1024,7.7607,1,0.32353,0,1.7,1.5318,0.0016237,0.87783
16,8,1026,8.9126,1,0.38557,0,1.4,1.6848,0.0013635,0.87783
16,8,1027,9.0307,1,0.42601,0,1.1,1.824,0.00087795,0.87783
16,8,1029,6.0982,1,0.34965,0,2.5,1.1055,0.0011573,0.87783
16,8,1030,6.3773,1,0.37915,0,3.4,0.9943,0.00056984,0.87783
16,8,1033,5.9985,1,0.31496,0,2,1.4948,0.0020342,0.87783
16,8,1036,6.6626,1,0.30261,0,1.7,1.7004,0.00048615,0.87783
16,8,1040,9.2807,1,0.32854,0,2.9,1.2144,0.00023051,0.87783
16,8,1041,7.9555,1,0.31746,0,1.7,1.5318,0.00078438,0.87783
18,8,1043,6.3512,1,0.39192,0,3.4,0.9176,0.00098468,0.87783
18,8,1044,4.8144,1,0.37915,0,2.5,1.19,0.002171,0.87783
18,8,1047,5.6902,1,0.33716,0,2.3,1.3774,0.0052474,0.87783
18,8,1050,5.865,1,0.33742,0,2.3,1.2425,0.0025832,0.87783
18,8,1053,6.7331,1,0.3107,0,2.1,1.4652,0.0028324,0.87783
18,8,1055,8.0092,1,0.34607,0,1.5,1.738,0.0017968,0.87783
18,8,1057,8.4325,1,0.34297,0,1.5,1.7064,0.0039368,0.87783
18,8,1058,19.216,1,0.35382,1,1.6,1.5075,0.00020363,0.87783
18,8,1059,15.945,1,0.35622,1,1.3,1.864,0.0012545,0.87783
18,8,1060,18.893,1,0.36348,1,1.3,1.848,0.00097932,0.87783
18,8,1061,5.8742,1,0.36835,0,2.5,1.19,0.00039055,0.87783
18,8,1064,5.9248,1,0.33665,0,2.3,1.3968,0.0015619,0.87783
18,8,1068,6.8359,1,0.3127,0,2.1,1.4652,0.0010193,0.87783
18,8,1070,7.9433,1,0.34823,0,1.5,1.738,0.0025209,0.87783
18,8,1071,9.1242,1,0.33503,0,1.3,1.832,0.001768,0.87783
19,8,1072,6.2807,1,0.37688,0,1.6,1.188,0.00023731,0.87783
19,8,1075,6.2791,1,0.33408,0,1.6,1.46,0.00055425,0.87783
19,8,1077,6.9678,1,0.34202,0,1.6,1.4184,0.006728,0.87783
19,8,1080,8.6411,1,0.30444,0,1.7,1.6786,0.0035353,0.87783
19,8,1084,11.275,1,0.44678,0,1.5,1.7017,0.0015962,0.87783
19,8,1085,14.436,1,0.4109,0,1.3,1.824,0.00036259,0.87783
16,8,1086,6.0982,1,0.34965,0,2.3,1.1055,0.0015388,0.87783
16,8,1087,6.4509,1,0.38161,0,2.9,1.0752,0.00034689,0.87783
16,8,1089,5.9801,1,0.31496,0,2,1.4948,0.0027173,0.87783
16,8,1092,9.3359,1,0.4277,0,2.9,1.2328,0.00015178,0.87783
16,8,1093,6.635,1,0.30261,0,1.8,1.7004,0.00079346,0.87783
19,8,1096,5.5061,1,0.31931,0,2.4,1.1748,0.0011695,0.87783
19,8,1098,6.1227,1,0.33133,0,1.6,1.5096,0.00075365,0.87783
19,8,1101,6.9202,1,0.3446,0,1.6,1.4527,0.0016167,0.87783
19,8,1102,12.479,1,0.31537,0,2.1,1.7017,0.0015962,0.87783
19,8,1103,7.1656,1,0.4577,0,1.7,1.4527,0.0016167,0.87783
19,8,1105,7.0445,1,0.32268,0,1.6,1.4578,0.0024339,0.87783
19,8,1111,7.4847,1,0.3386,0,1.6,1.4746,0.0028992,0.87783
7,8,1764,13.466,1,0.39799,0,1.5,1.33,0.00026847,0.87783
7,8,1765,9.362,1,0.37864,0,2.3,1.0899,0.00025325,0.87783
8,8,1767,32.768,1,0.46579,1,1.4,1.4058,2.11E-05,0.87783
2,8,1768,6.408,1,0.41688,0,3.6,0.9943,0.0017301,0.87783
2,8,1769,7.6043,1,0.4863,0,2.5,1.071,0.00074778,0.87783
2,8,1770,6.6227,1,0.38314,0,2.8,0.948,0.00036104,0.87783
2,8,1771,11.132,1,0.60416,0,1.6,1.1895,0.0002761,0.87783
17,8,1772,5.6672,1,0.32124,0,2,0.9796,0.00017843,0.87783
17,8,1775,7.661,1,0.36211,0,1.7,1.1245,0.00026384,0.87783
3,8,1777,4.9923,1,0.32298,0,2.9,0.876,0.0019919,0.87783
3,8,1780,7.8206,1,0.34818,0,3.3,1.0432,0.0015627,0.87783
4,8,1781,4.8236,1,0.26943,0,3.5,0.9856,0.00068378,0.87783
9,8,1783,23.021,1,0.20195,0,1.7,1.316,7.67E-06,0.87783
9,8,1784,22.81,1,0.2013,0,2.6,1.337,9.50E-05,0.87783
9,8,1785,29.325,1,0.22747,0,2.2,1.3348,0.00013829,0.87783
9,8,1786,30.232,1,0.40235,0,1.4,1.3561,2.47E-05,0.87783
